,Name,Record,Nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
2208,Lauren Mueller,5-3-0,Princess Tiger,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991",4.08,41%,3.77,58%,0.7,50%,71%,0.0
2209,Belal Muhammad,17-3-0,Remember the Name,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",4.48,42%,3.97,59%,2.13,30%,83%,0.2
2210,Fazlo Mulabitinovic,4-2-0,,--,135 lbs.,--,,--,0.54,16%,0.0,100%,0.0,0%,0%,8.0
2211,Quinn Mulhern,18-4-0,,"6' 3""",155 lbs.,--,Orthodox,"Sep 20, 1984",1.48,28%,2.09,51%,1.36,20%,33%,0.0
2212,James Mulheron,11-2-0,,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988",2.4,31%,3.47,42%,0.0,0%,25%,0.0
2213,Jamie Mullarkey,12-4-0,,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",1.87,33%,4.6,42%,4.0,30%,66%,0.5
2214,Jim Mullen,0-2-0,,"6' 1""",215 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2215,Pedro Munhoz,NC),The Young Punisher,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",5.53,43%,6.03,58%,0.76,21%,80%,0.9
2216,Andre Muniz,20-4-0,Sergipano,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",2.21,58%,1.8,45%,2.61,35%,37%,2.2
2217,Mark Munoz,14-6-0,The Filipino Wrecking Machine,"6' 0""",185 lbs.,"71""",Orthodox,"Feb 09, 1978",3.12,51%,2.26,57%,3.17,29%,57%,0.6
2218,Alexander Munoz,6-1-0,,"5' 9""",155 lbs.,"72""",Switch,"Feb 27, 1990",3.27,40%,5.23,52%,2.5,35%,0%,0.0
2219,Johnny Munoz,10-1-0,Kid Kvenbo,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 16, 1993",3.27,62%,1.4,58%,2.0,12%,0%,1.0
2220,Andy Murad,15-2-0,The Tooth Fairy,"5' 9""",185 lbs.,--,,--,2.6,76%,2.87,32%,1.0,20%,42%,0.0
2221,Makhmud Muradov,24-6-0,Mach,"6' 2""",185 lbs.,"75""",Orthodox,"Feb 08, 1990",4.97,41%,2.57,64%,0.51,25%,100%,0.5
2222,Kazunari Murakami,5-5-0,,"6' 1""",220 lbs.,--,Orthodox,"Nov 29, 1973",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2223,Ryuichi Murata,8-3-1,,"5' 8""",183 lbs.,--,Orthodox,--,0.84,36%,1.89,50%,4.74,50%,100%,3.2
2224,Kanako Murata,12-1-0,,"5' 1""",115 lbs.,"62""",Orthodox,"Aug 10, 1993",1.93,67%,1.93,52%,4.0,44%,0%,2.0
2225,Vince Murdock,NC),,"5' 6""",145 lbs.,"64""",Orthodox,"Mar 21, 1991",1.21,21%,7.17,40%,0.0,0%,0%,0.0
2226,Tom Murphy,8-0-0,,"6' 2""",227 lbs.,--,Southpaw,"Nov 19, 1974",2.5,71%,0.17,84%,7.51,85%,0%,2.5
2227,Ian Murphy,1-1-0,,"6' 1""",185 lbs.,--,Orthodox,"Jun 14, 1985",0.0,0%,1.93,30%,4.13,100%,0%,0.0
2228,Jon Murphy,6-4-0,Man of Faith,"6' 3""",260 lbs.,--,Orthodox,"Aug 09, 1977",3.93,66%,8.85,43%,0.0,0%,0%,0.0
2229,Lauren Murphy,14-4-0,Lucky,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",3.8,38%,3.82,63%,1.18,37%,70%,0.1
2230,Patrick Murphy,5-3-0,,"6' 0""",170 lbs.,--,,--,3.4,66%,0.8,42%,0.0,0%,50%,1.0
2231,Lerone Murphy,9-0-1,The Miracle,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991",2.59,42%,1.66,63%,0.78,50%,40%,1.6
2232,Lee Murray,NC),Lightning,"6' 3""",185 lbs.,--,Orthodox,"Sep 12, 1977",0.36,15%,3.28,32%,0.9,100%,42%,1.8
2233,Khalid Murtazaliev,14-2-0,,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993",4.8,69%,0.4,78%,7.5,100%,33%,0.0
2234,Azamat Murzakanov,7-0-0,The Professional,"5' 11""",205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2235,Nicholas Musoke,NC),Nico,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986",3.56,35%,3.8,57%,1.16,19%,82%,0.2
2236,Andre Mussi,11-5-0,,"6' 3""",242 lbs.,--,Orthodox,--,0.0,0%,10.59,35%,0.0,0%,0%,0.0
2237,Magomed Mustafaev,14-4-0,The Sniper,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988",2.59,58%,2.68,41%,3.31,50%,23%,0.4
2238,Max Mustaki,6-3-0,,"6' 0""",155 lbs.,--,Orthodox,"Nov 07, 1987",8.2,50%,13.0,45%,0.0,0%,0%,0.0
2239,Elvis Mutapcic,15-6-1,The King,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 19, 1986",3.41,40%,4.27,38%,0.0,0%,81%,0.0
2240,Fiona Muxlow,6-3-0,,"5' 4""",145 lbs.,--,,"May 13, 1977",1.44,27%,5.45,34%,0.0,0%,0%,0.0
2241,Ho Bae Myeon,13-5-1,,"5' 11""",168 lbs.,--,Orthodox,--,3.16,16%,3.16,83%,0.0,0%,0%,0.0
2242,Katsuhiko Nagata,6-7-3,,"5' 7""",154 lbs.,--,Southpaw,"Oct 31, 1973",1.05,19%,1.5,63%,0.98,28%,28%,0.0
2243,Yuji Nagata,0-2-0,,"6' 0""",225 lbs.,--,Orthodox,"Apr 24, 1968",1.45,40%,14.46,4%,0.0,0%,0%,0.0
2244,Greg Nagy,1-3-0,,"6' 1""",210 lbs.,--,Orthodox,"Oct 18, 1983",0.41,50%,2.69,37%,0.0,0%,0%,1.2
2245,Logan Nail,1-1-0,,--,185 lbs.,--,,"Jun 20, 1989",1.93,51%,2.27,39%,0.0,0%,37%,0.0
2246,Muhammad Naimov,5-1-0,Hillman,"5' 9""",145 lbs.,"70""",Orthodox,"Aug 07, 1994",3.47,41%,5.87,44%,0.0,0%,25%,0.0
2247,Yukiya Naito,15-6-2,,"6' 1""",205 lbs.,--,Orthodox,--,1.54,33%,5.13,60%,0.0,0%,0%,0.0
2248,Andrews Nakahara,5-4-2,,"6' 1""",185 lbs.,--,Orthodox,"Mar 12, 1983",2.68,44%,1.9,57%,0.0,0%,72%,0.4
2249,Rin Nakai,19-2-1,,"5' 1""",135 lbs.,--,Orthodox,"Oct 22, 1986",1.57,33%,3.9,60%,3.0,18%,75%,0.5
2250,Kazuhiro Nakamura,21-13-0,Kaz,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",1.56,37%,1.83,59%,1.73,36%,42%,0.6
2251,Keita Nakamura,NC),K-Taro,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",2.23,36%,3.2,58%,1.65,48%,63%,0.3
2252,Daisuke Nakamura,28-19-1,,"5' 7""",154 lbs.,--,Orthodox,"Jun 10, 1980",0.94,30%,1.38,61%,0.46,40%,30%,3.6
2253,Yusaku Nakamura,14-4-1,,"5' 5""",145 lbs.,--,,"Jun 21, 1986",1.72,45%,3.67,55%,0.0,0%,83%,0.0
2254,Jutaro Nakao,25-19-4,,"5' 9""",170 lbs.,--,Southpaw,"Nov 30, 1970",0.53,38%,1.06,44%,0.38,50%,56%,0.0
2255,Yoshihiro Nakao,NC),Kiss,"6' 0""",220 lbs.,--,Southpaw,"Jun 25, 1972",1.73,35%,2.06,64%,2.69,46%,0%,0.5
2256,Yui Chul Nam,18-8-1,The Korean Bulldozer,"5' 9""",145 lbs.,--,Orthodox,"Jul 16, 1981",3.53,51%,2.0,48%,1.33,16%,57%,0.3
2257,Tyson Nam,20-11-1,,"5' 7""",125 lbs.,"68""",Orthodox,"Oct 06, 1983",3.55,32%,5.71,65%,0.0,0%,100%,0.0
2258,Rose Namajunas,10-4-0,Thug,"5' 5""",115 lbs.,"65""",Orthodox,"Jun 29, 1992",4.13,40%,3.98,60%,1.91,53%,50%,0.8
2259,Yasuhito Namekawa,25-16-4,,"5' 9""",205 lbs.,--,Orthodox,"Oct 27, 1974",0.14,50%,3.65,38%,2.11,25%,0%,4.2
2260,Nad Narimani,12-4-0,Smiler,"5' 8""",145 lbs.,"70""",Orthodox,"Apr 14, 1987",3.33,42%,3.0,58%,1.92,41%,70%,0.0
2261,Roger Narvaez,8-3-0,Silverback,"6' 3""",185 lbs.,--,Southpaw,"Sep 09, 1983",2.12,37%,3.32,64%,0.0,0%,50%,0.9
2262,Fabio Nascimento,11-6-0,Negao,"5' 10""",185 lbs.,--,Orthodox,--,2.94,38%,4.63,55%,0.0,0%,55%,0.8
2263,Allan Nascimento,17-5-0,Puro Osso,"5' 9""",125 lbs.,--,Orthodox,"Sep 11, 1991",7.0,68%,5.4,44%,1.0,10%,0%,0.0
2264,Rodrigo Nascimento,8-1-0,Ze Colmeia,"6' 2""",246 lbs.,"80""",Orthodox,"Nov 26, 1992",4.23,55%,4.32,42%,2.7,100%,100%,2.7
2265,Bobby Nash,8-4-0,,"6' 0""",170 lbs.,"74""",Orthodox,"Mar 26, 1990",3.42,37%,3.95,51%,2.37,33%,100%,1.6
2266,Reza Nasri,0-1-0,,"5' 11""",205 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2267,Pawel Nastula,5-6-0,,"6' 0""",230 lbs.,--,Southpaw,"Jun 26, 1970",1.3,43%,1.73,50%,3.0,60%,0%,1.5
2268,Rafael Natal,21-9-1,Sapo,"6' 0""",185 lbs.,"77""",Orthodox,"Dec 25, 1982",3.1,47%,2.48,57%,2.55,34%,77%,0.5
2269,Kevin Natividad,9-2-0,Quicksand,"5' 6""",145 lbs.,"70""",Orthodox,"Apr 02, 1993",2.57,24%,3.74,54%,0.0,0%,100%,0.0
2270,Ismail Naurdiev,19-4-0,The Austrian Wonderboy,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 18, 1996",3.17,52%,1.3,68%,1.25,71%,70%,0.2
2271,Danny Navarro,17-7-0,,"5' 10""",155 lbs.,--,,"May 27, 1983",3.83,32%,4.62,57%,2.17,25%,100%,0.0
2272,Marcio Navarro,14-14-0,The Locomotive,"6' 0""",155 lbs.,--,,"Sep 17, 1978",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2273,Tafon Nchukwi,4-0-0,Da Don,"6' 0""",205 lbs.,"77""",Orthodox,"Oct 14, 1994",6.7,41%,7.84,53%,0.0,0%,0%,0.0
2274,Dustin Neace,NC),The Beast,"5' 9""",145 lbs.,--,,"Sep 12, 1986",2.08,32%,2.66,56%,0.0,0%,0%,1.7
2275,Josh Neal,5-11-0,,"6' 0""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2276,Joe Neal,6-2-0,Nine Lives,"5' 6""",135 lbs.,--,,"Jul 29, 1986",1.87,19%,3.8,66%,0.0,0%,0%,0.0
2277,Geoff Neal,13-2-0,Handz of Steel,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",6.04,49%,3.57,65%,0.85,50%,92%,0.4
2278,Stanislav Nedkov,NC),Stucky,"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981",3.33,43%,5.39,43%,2.77,41%,0%,0.0
2279,Josh Neer,36-16-1,The Dentist,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983",3.29,46%,3.63,58%,1.09,34%,46%,1.3
2280,Nicolae Negumereanu,9-1-0,,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994",0.73,40%,4.67,18%,0.0,0%,40%,0.0
2281,Steve Nelmark,2-1-0,The Sandman,"6' 0""",240 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2282,Shane Nelson,16-7-0,Sugar,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984",1.38,31%,2.84,61%,1.31,18%,54%,1.6
2283,Roy Nelson,22-14-0,Big Country,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976",2.18,36%,4.79,46%,1.14,27%,65%,0.1
2284,Gunnar Nelson,17-5-1,Gunni,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",1.71,57%,3.33,49%,1.72,55%,66%,0.9
2285,Kyle Nelson,13-4-0,The Monster,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991",3.63,41%,6.82,47%,0.96,12%,60%,1.9
2286,Lissette Neri,6-4-0,,"5' 2""",145 lbs.,--,,"Aug 05, 1987",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2287,Mario Neto,13-5-0,Sukata,"6' 0""",229 lbs.,--,Orthodox,--,1.89,50%,1.89,70%,2.84,100%,0%,0.0
2288,Antonio Braga Neto,NC),,"6' 3""",185 lbs.,"77""",Orthodox,"Oct 29, 1987",1.36,33%,3.92,45%,3.07,37%,0%,0.5
2289,Julio Cesar Neves Jr.,33-1-0,Morceguinho,"5' 8""",145 lbs.,--,,"Apr 25, 1994",1.98,35%,4.81,51%,1.06,25%,76%,0.0
2290,Nick Newell,14-2-0,Notorious,"5' 10""",155 lbs.,--,Southpaw,"Mar 17, 1986",3.53,46%,4.07,36%,0.0,0%,33%,0.0
2291,Journey Newson,NC),,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 07, 1989",2.76,32%,2.76,65%,0.0,0%,0%,0.9
2292,Jeff Newton,4-2-0,,"6' 2""",205 lbs.,--,Sideways,"Dec 11, 1966",0.28,20%,1.41,52%,0.0,0%,0%,8.5
2293,Carlos Newton,16-14-0,The Ronin,"5' 9""",170 lbs.,--,Orthodox,"Aug 17, 1976",0.65,41%,1.55,44%,2.47,70%,43%,0.9
2294,Emanuel Newton,26-12-1,The Hardcore Kid,"6' 1""",205 lbs.,--,,"Jan 02, 1984",1.92,49%,1.35,51%,2.02,100%,0%,0.0
2295,Francis Ngannou,15-3-0,The Predator,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986",2.23,37%,2.03,47%,0.0,0%,71%,0.5
2296,Ben Nguyen,16-8-0,Ten,"5' 5""",125 lbs.,"65""",Switch,"Aug 03, 1988",3.51,40%,3.01,59%,0.25,33%,63%,1.0
2297,Steven Nguyen,3-1-0,,"5' 11""",145 lbs.,--,Switch,"May 19, 1993",6.3,31%,9.04,59%,0.0,0%,100%,0.0
2298,Alex Nicholson,7-4-0,The Spartan,"6' 4""",185 lbs.,"77""",Orthodox,"May 02, 1990",4.12,43%,4.65,47%,0.0,0%,50%,0.5
2299,Mike Nickels,9-5-0,,"6' 4""",205 lbs.,--,Orthodox,"Dec 13, 1971",4.44,52%,1.11,64%,11.11,80%,0%,2.8
2300,Matheus Nicolau Pereira,13-2-1,,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 06, 1993",3.83,51%,2.43,70%,1.9,66%,100%,1.6
2301,Jaimelene Nievera,7-4-0,Queenie,"5' 5""",125 lbs.,--,Orthodox,"Oct 28, 1984",1.67,53%,8.73,33%,1.79,16%,0%,0.0
2302,Khomkrit Niimi,6-10-0,The Bumblebee,"5' 2""",125 lbs.,--,,--,0.0,0%,5.73,44%,0.0,0%,0%,0.0
2303,Tom Niinimaki,22-8-1,Stoneface,"5' 9""",145 lbs.,"69""",Orthodox,"Jul 25, 1982",1.91,54%,2.31,58%,2.97,46%,33%,0.5
2304,Ramsey Nijem,9-6-0,,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",3.05,44%,1.62,62%,5.32,62%,55%,1.1
2305,Hans Nijman,9-7-0,,"6' 0""",250 lbs.,--,Switch,"Oct 23, 1959",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2306,Jack Nilson,2-6-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2307,Mats Nilsson,11-4-1,,"6' 1""",170 lbs.,--,Orthodox,"Dec 05, 1983",2.99,39%,5.62,63%,3.87,83%,44%,2.3
2308,Guangyou Ning,5-4-1,Smasher,"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981",2.66,41%,1.91,61%,1.09,50%,62%,0.3
2309,Soichi Nishida,5-10-1,,"5' 11""",320 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2310,Yosuke Nishijima,0-5-0,,"5' 9""",205 lbs.,--,Orthodox,"May 15, 1973",1.72,37%,5.59,56%,0.0,0%,0%,0.0
2311,Akiyo Nishiura,13-8-1,Wicky Akiyo,"5' 8""",139 lbs.,--,Southpaw,"Aug 08, 1983",1.59,57%,1.26,57%,0.0,0%,52%,0.3
2312,Anthony Njokuani,NC),The Assassin,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980",3.94,46%,2.41,65%,0.5,45%,53%,0.2
2313,Chidi Njokuani,NC),Chidi Bang Bang,"6' 3""",170 lbs.,--,,"Dec 31, 1988",1.93,51%,1.73,49%,0.0,0%,80%,0.0
2314,Derrick Noble,27-15-1,The Eraser,"5' 9""",170 lbs.,--,Southpaw,"Aug 14, 1978",6.21,40%,3.79,59%,0.0,0%,0%,0.0
2315,Kyle Noblitt,11-2-0,,"6' 2""",243 lbs.,--,,"Dec 26, 1989",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2316,Pedro Nobre,NC),The Rock,"5' 5""",135 lbs.,--,,"Feb 13, 1986",1.37,30%,9.16,35%,0.0,0%,0%,0.0
2317,Jacob Noe,NC),Psycho,--,205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2318,Antonio Rodrigo Nogueira,NC),Minotauro,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",1.95,42%,2.4,55%,1.3,29%,36%,2.4
2319,Rogerio Nogueira,23-10-0,Minotouro,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",2.43,35%,2.34,59%,0.64,44%,62%,0.8
2320,Alexandre Franca Nogueira,18-6-3,Pequeno,"5' 7""",145 lbs.,--,Orthodox,"Jan 15, 1978",0.6,20%,4.18,57%,0.0,0%,0%,0.0
2321,Talita Nogueira,6-0-0,Treta,"5' 10""",145 lbs.,--,,"Oct 13, 1985",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2322,Kyle Noke,22-10-1,,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980",3.23,50%,2.09,64%,1.53,54%,66%,0.8
2323,Nick Nolte,5-4-0,,"6' 0""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2324,KJ Noons,NC),King,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 07, 1982",3.68,35%,3.78,65%,0.08,20%,68%,0.0
2325,Sage Northcutt,11-2-0,Super,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996",3.58,52%,1.96,58%,1.81,34%,41%,0.6
2326,Jan Nortje,2-6-0,The Giant,"6' 1""",310 lbs.,--,Southpaw,"Apr 11, 1975",3.32,51%,4.5,32%,0.0,0%,66%,2.9
2327,Scott Norton,7-1-0,Hollywood,"5' 10""",170 lbs.,--,Orthodox,"Mar 15, 1973",0.67,30%,0.34,60%,2.52,25%,0%,0.0
2328,Jonatas Novaes,13-5-0,,"5' 11""",170 lbs.,--,,"Mar 02, 1981",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2329,Jason Novelli,11-3-1,Flipside,"6' 0""",155 lbs.,--,Orthodox,"Jun 08, 1979",1.73,24%,3.55,66%,0.7,33%,100%,0.0
2330,Phillipe Nover,11-8-1,The Filipino Assassin,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984",1.79,35%,2.48,56%,0.99,28%,44%,0.7
2331,Diego Nunes,19-7-0,The Gun,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982",2.72,43%,2.59,58%,1.18,44%,65%,0.6
2332,Amanda Nunes,20-4-0,Lioness,"5' 8""",145 lbs.,"69""",Orthodox,"May 30, 1988",4.44,51%,2.47,57%,2.53,53%,84%,0.7
2333,Istela Nunes,NC),,"5' 4""",115 lbs.,--,,"Jul 23, 1992",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2334,Khabib Nurmagomedov,29-0-0,The Eagle,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",4.1,48%,1.75,65%,5.32,48%,84%,0.8
2335,Said Nurmagomedov,14-2-0,,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",4.65,46%,2.37,60%,0.45,7%,71%,0.0
2336,Abubakar Nurmagomedov,15-3-1,,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 13, 1989",1.41,44%,0.71,81%,5.29,100%,0%,0.0
2337,Umar Nurmagomedov,12-0-0,,"5' 8""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2338,Kennedy Nzechukwu,7-1-0,African Savage,"6' 5""",205 lbs.,"83""",Southpaw,"Jun 13, 1992",4.57,39%,3.69,55%,0.0,0%,78%,0.0
2339,Jake O'Brien,15-4-0,Irish,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",1.31,31%,1.92,69%,6.39,54%,25%,0.2
2340,TJ O'Brien,20-8-0,The Spider,"6' 2""",155 lbs.,--,Orthodox,"Jan 01, 1987",3.77,46%,4.78,57%,0.94,100%,0%,0.0
2341,Sean O'Connell,17-9-0,The Real OC,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983",5.46,48%,6.77,45%,0.0,0%,30%,0.5
2342,Dan O'Connor,NC),Johnny Irish,"5' 4""",115 lbs.,--,,"Nov 17, 1982",4.0,56%,5.1,54%,0.0,0%,100%,0.0
2343,Sean O'Haire,4-2-0,,"6' 5""",270 lbs.,--,Orthodox,"Feb 25, 1971",8.28,57%,22.76,21%,0.0,0%,0%,0.0
2344,Sean O'Malley,12-1-0,Sugar,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",6.35,57%,3.76,64%,1.05,50%,61%,1.1
2345,Jeremiah O'Neal,13-25-0,,"5' 8""",260 lbs.,--,,"Oct 25, 1977",1.15,40%,7.5,23%,0.0,0%,0%,0.0
2346,Chuck O'Neil,17-9-0,Cold Steel,"6' 2""",170 lbs.,--,,"Sep 22, 1985",3.13,37%,4.4,72%,0.0,0%,0%,0.0
2347,Casey O'Neill,4-0-0,,--,115 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2348,Brendan O'Reilly,NC),Badger,"5' 7""",170 lbs.,"69""",Orthodox,"Jun 24, 1987",1.9,47%,2.77,39%,2.22,43%,36%,0.6
2349,Takahiro Oba,5-7-1,,"5' 8""",200 lbs.,--,Southpaw,--,0.23,25%,1.82,69%,0.0,0%,0%,0.0
2350,Nobuhiro Obiya,12-5-1,,"5' 8""",145 lbs.,--,Orthodox,"Jan 15, 1981",0.63,28%,2.53,55%,0.5,50%,41%,0.5
2351,Christian Ocon,2-1-0,,"5' 8""",135 lbs.,"69""",Orthodox,"Feb 05, 1996",1.73,53%,5.27,34%,0.0,0%,63%,0.0
2352,Richard Odoms,13-3-0,The Black Eagle,"6' 5""",265 lbs.,--,Orthodox,"May 08, 1975",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2353,Volkan Oezdemir,17-5-0,No Time,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",5.03,45%,4.24,55%,0.36,20%,80%,0.0
2354,Naoya Ogawa,7-2-0,,"6' 4""",255 lbs.,--,Orthodox,"Mar 31, 1968",2.41,42%,1.66,47%,1.25,100%,66%,1.2
2355,Andy Ogle,9-6-0,The Little Axe,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",2.24,44%,2.23,50%,1.44,26%,58%,0.0
2356,Michiyoshi Ohara,0-2-0,,"5' 10""",205 lbs.,--,Orthodox,--,0.28,29%,3.13,48%,0.0,0%,33%,0.0
2357,Koji Oishi,25-10-10,,"5' 8""",170 lbs.,--,Orthodox,"May 31, 1977",1.43,9%,17.86,43%,0.0,0%,0%,0.0
2358,Takayuki Okada,3-3-2,Giant Ochiai,"6' 1""",290 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2359,Yushin Okami,34-12-0,Thunder,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2.06,38%,2.25,60%,1.98,39%,84%,0.5
2360,JJ Okanovich,7-1-0,The Bosnian Bomber,"5' 11""",155 lbs.,"76""",Orthodox,"Nov 04, 1990",6.93,55%,5.27,50%,0.0,0%,100%,0.0
2361,Kazuki Okubo,7-9-0,,"5' 11""",175 lbs.,--,Orthodox,--,1.53,38%,1.97,46%,0.51,25%,36%,2.0
2362,Masakatsu Okuda,8-5-0,,--,--,--,,--,0.0,0%,4.27,34%,0.0,0%,0%,4.3
2363,Aleksei Oleinik,59-14-1,The Boa Constrictor,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",3.5,50%,3.52,44%,2.43,48%,33%,2.4
2364,Michal Oleksiejczuk,NC),Lord,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995",4.83,56%,2.91,69%,1.05,66%,35%,0.0
2365,Rafaello Oliveira,17-8-0,Tractor,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982",2.19,33%,3.38,59%,2.49,36%,11%,1.6
2366,Charles Oliveira,NC),Do Bronx,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",3.22,52%,2.94,54%,2.64,44%,57%,2.8
2367,Jorge Oliveira,NC),,"6' 1""",205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
2368,Ednaldo Oliveira,NC),Lula,"6' 5""",205 lbs.,--,Orthodox,"Feb 19, 1984",1.03,22%,1.8,52%,0.0,0%,42%,0.0
2369,Alex Oliveira,NC),Cowboy,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2.87,50%,2.18,48%,2.41,37%,63%,0.6
2370,Bruno Oliveira,8-2-0,,"6' 4""",205 lbs.,"80""",Orthodox,"May 02, 1984",3.44,33%,4.92,54%,0.0,0%,0%,0.0
2371,Wendell Oliveira Marques,29-10-0,The Machine,"5' 10""",170 lbs.,--,Orthodox,"Jun 01, 1983",3.77,47%,4.4,47%,0.0,0%,100%,0.0
2372,Felipe Olivieri,NC),,"5' 9""",155 lbs.,--,Orthodox,"Apr 12, 1985",6.68,58%,4.6,57%,0.0,0%,71%,0.0
2373,Andy Ologun,3-1-0,,"6' 0""",154 lbs.,--,Orthodox,"Jun 12, 1983",2.36,57%,0.32,85%,0.68,100%,80%,0.0
2374,Shana Olsen,5-2-0,Rock Solid,"5' 7""",145 lbs.,--,,"Dec 17, 1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0
2375,Casey Olson,14-5-0,The Underdog,"5' 7""",145 lbs.,--,Orthodox,--,2.48,60%,0.0,100%,3.54,57%,100%,1.8
2376,Dennis Olson,14-11-0,,"6' 0""",170 lbs.,--,,--,1.02,42%,5.27,38%,2.77,40%,0%,0.0
2377,Cameron Olson,NC),Cap'n Crunch,"6' 1""",205 lbs.,"75""",Orthodox,"Nov 22, 1989",3.13,47%,2.2,57%,3.0,42%,100%,1.0
2378,Alan Omer,20-5-0,,"5' 10""",145 lbs.,--,Orthodox,"Sep 14, 1988",3.49,55%,2.21,64%,1.69,42%,66%,0.0
